,geography,category,data_type,unit,current_constant,year_nk,value
114,Algeria,Internet Users,Socio-economic indicators,0,-,2016,15368.7
115,Angola,Internet Users,Socio-economic indicators,0,-,2016,3058.2
116,Bahrain,Internet Users,Socio-economic indicators,0,-,2016,1285.5
117,Benin,Internet Users,Socio-economic indicators,0,-,2016,1091.4
118,Botswana,Internet Users,Socio-economic indicators,0,-,2016,743.7
119,Burkina Faso,Internet Users,Socio-economic indicators,0,-,2016,2153.5
120,Burundi,Internet Users,Socio-economic indicators,0,-,2016,444.0
121,Cabo Verde,Internet Users,Socio-economic indicators,0,-,2016,240.3
122,Cameroon,Internet Users,Socio-economic indicators,0,-,2016,4650.6
123,Central African Republic,Internet Users,Socio-economic indicators,0,-,2016,152.3
124,Chad,Internet Users,Socio-economic indicators,0,-,2016,593.6
125,Comoros,Internet Users,Socio-economic indicators,0,-,2016,53.7
126,"Congo, Democratic Republic",Internet Users,Socio-economic indicators,0,-,2016,3994.3
127,Congo-Brazzaville,Internet Users,Socio-economic indicators,0,-,2016,340.4
128,Côte d'Ivoire,Internet Users,Socio-economic indicators,0,-,2016,8525.2
129,Djibouti,Internet Users,Socio-economic indicators,0,-,2016,108.8
130,Egypt,Internet Users,Socio-economic indicators,0,-,2016,32294.4
131,Equatorial Guinea,Internet Users,Socio-economic indicators,0,-,2016,246.0
132,Eritrea,Internet Users,Socio-economic indicators,0,-,2016,33.9
133,Eswatini,Internet Users,Socio-economic indicators,0,-,2016,277.2
134,Ethiopia,Internet Users,Socio-economic indicators,0,-,2016,13499.9
135,Gabon,Internet Users,Socio-economic indicators,0,-,2016,824.6
136,Gambia,Internet Users,Socio-economic indicators,0,-,2016,328.3
137,Ghana,Internet Users,Socio-economic indicators,0,-,2016,8483.2
138,Guinea,Internet Users,Socio-economic indicators,0,-,2016,959.7
139,Guinea-Bissau,Internet Users,Socio-economic indicators,0,-,2016,56.2
140,Iran,Internet Users,Socio-economic indicators,0,-,2016,38553.9
141,Iraq,Internet Users,Socio-economic indicators,0,-,2016,6640.3
142,Israel,Internet Users,Socio-economic indicators,0,-,2016,6107.4
143,Jordan,Internet Users,Socio-economic indicators,0,-,2016,5131.6
144,Kenya,Internet Users,Socio-economic indicators,0,-,2016,6974.8
145,Kuwait,Internet Users,Socio-economic indicators,0,-,2016,2838.7
146,Lebanon,Internet Users,Socio-economic indicators,0,-,2016,4641.4
147,Lesotho,Internet Users,Socio-economic indicators,0,-,2016,593.8
148,Liberia,Internet Users,Socio-economic indicators,0,-,2016,284.3
149,Libya,Internet Users,Socio-economic indicators,0,-,2016,1182.1
150,Madagascar,Internet Users,Socio-economic indicators,0,-,2016,995.8
151,Malawi,Internet Users,Socio-economic indicators,0,-,2016,1652.7
152,Mali,Internet Users,Socio-economic indicators,0,-,2016,1626.3
153,Mauritania,Internet Users,Socio-economic indicators,0,-,2016,633.8
154,Mauritius,Internet Users,Socio-economic indicators,0,-,2016,623.4
155,Morocco,Internet Users,Socio-economic indicators,0,-,2016,18445.4
156,Mozambique,Internet Users,Socio-economic indicators,0,-,2016,4046.9
157,Namibia,Internet Users,Socio-economic indicators,0,-,2016,630.3
158,Niger,Internet Users,Socio-economic indicators,0,-,2016,716.3
159,Nigeria,Internet Users,Socio-economic indicators,0,-,2016,61825.6
160,Oman,Internet Users,Socio-economic indicators,0,-,2016,3084.4
161,Qatar,Internet Users,Socio-economic indicators,0,-,2016,2379.9
162,Réunion,Internet Users,Socio-economic indicators,0,-,2016,510.1
163,Rwanda,Internet Users,Socio-economic indicators,0,-,2016,1989.9
164,Sao Tomé e Príncipe,Internet Users,Socio-economic indicators,0,-,2016,48.2
165,Saudi Arabia,Internet Users,Socio-economic indicators,0,-,2016,22050.7
166,Senegal,Internet Users,Socio-economic indicators,0,-,2016,3209.0
167,Seychelles,Internet Users,Socio-economic indicators,0,-,2016,49.6
168,Sierra Leone,Internet Users,Socio-economic indicators,0,-,2016,732.0
169,Somalia,Internet Users,Socio-economic indicators,0,-,2016,218.9
170,South Africa,Internet Users,Socio-economic indicators,0,-,2016,27197.3
171,South Sudan,Internet Users,Socio-economic indicators,0,-,2016,609.4
172,Sudan,Internet Users,Socio-economic indicators,0,-,2016,9725.4
173,Syria,Internet Users,Socio-economic indicators,0,-,2016,4952.4
174,Tanzania,Internet Users,Socio-economic indicators,0,-,2016,5956.3
175,Togo,Internet Users,Socio-economic indicators,0,-,2016,718.1
176,Tunisia,Internet Users,Socio-economic indicators,0,-,2016,5061.5
177,Uganda,Internet Users,Socio-economic indicators,0,-,2016,7096.7
178,United Arab Emirates,Internet Users,Socio-economic indicators,0,-,2016,7878.7
179,Yemen,Internet Users,Socio-economic indicators,0,-,2016,5691.5
180,Zambia,Internet Users,Socio-economic indicators,0,-,2016,3460.3
181,Zimbabwe,Internet Users,Socio-economic indicators,0,-,2016,2720.4
182,Canada,Internet Users,Socio-economic indicators,0,-,2016,31146.4
183,USA,Internet Users,Socio-economic indicators,0,-,2016,260340.4
184,Andorra,Internet Users,Socio-economic indicators,0,-,2016,75.7
185,Austria,Internet Users,Socio-economic indicators,0,-,2016,6985.7
186,Belgium,Internet Users,Socio-economic indicators,0,-,2016,9199.3
187,Cyprus,Internet Users,Socio-economic indicators,0,-,2016,838.0
188,Denmark,Internet Users,Socio-economic indicators,0,-,2016,5248.4
189,Finland,Internet Users,Socio-economic indicators,0,-,2016,4554.4
190,France,Internet Users,Socio-economic indicators,0,-,2016,48124.4
191,Germany,Internet Users,Socio-economic indicators,0,-,2016,68832.4
192,Gibraltar,Internet Users,Socio-economic indicators,0,-,2016,31.9
193,Greece,Internet Users,Socio-economic indicators,0,-,2016,7118.7
194,Iceland,Internet Users,Socio-economic indicators,0,-,2016,304.5
195,Ireland,Internet Users,Socio-economic indicators,0,-,2016,3677.7
196,Italy,Internet Users,Socio-economic indicators,0,-,2016,35322.7
197,Liechtenstein,Internet Users,Socio-economic indicators,0,-,2016,36.9
198,Luxembourg,Internet Users,Socio-economic indicators,0,-,2016,537.1
199,Malta,Internet Users,Socio-economic indicators,0,-,2016,323.7
200,Monaco,Internet Users,Socio-economic indicators,0,-,2016,36.2
201,Netherlands,Internet Users,Socio-economic indicators,0,-,2016,14558.2
202,Norway,Internet Users,Socio-economic indicators,0,-,2016,4776.0
203,Portugal,Internet Users,Socio-economic indicators,0,-,2016,6975.4
204,Spain,Internet Users,Socio-economic indicators,0,-,2016,35638.2
205,Sweden,Internet Users,Socio-economic indicators,0,-,2016,8306.0
206,Switzerland,Internet Users,Socio-economic indicators,0,-,2016,7045.3
207,Turkey,Internet Users,Socio-economic indicators,0,-,2016,42220.2
208,United Kingdom,Internet Users,Socio-economic indicators,0,-,2016,58152.9
209,Afghanistan,Internet Users,Socio-economic indicators,0,-,2017,3519.5
210,American Samoa,Internet Users,Socio-economic indicators,0,-,2017,17.0
211,Armenia,Internet Users,Socio-economic indicators,0,-,2017,1768.4
212,Azerbaijan,Internet Users,Socio-economic indicators,0,-,2017,7089.9
213,Bangladesh,Internet Users,Socio-economic indicators,0,-,2017,31100.9
214,Bhutan,Internet Users,Socio-economic indicators,0,-,2017,313.5
215,Brunei Darussalam,Internet Users,Socio-economic indicators,0,-,2017,369.9
216,Cambodia,Internet Users,Socio-economic indicators,0,-,2017,4682.3
217,China,Internet Users,Socio-economic indicators,0,-,2017,705091.5
218,Fiji,Internet Users,Socio-economic indicators,0,-,2017,392.8
219,French Polynesia,Internet Users,Socio-economic indicators,0,-,2017,186.8
220,Guam,Internet Users,Socio-economic indicators,0,-,2017,121.3
221,"Hong Kong, China",Internet Users,Socio-economic indicators,0,-,2017,6362.0
222,India,Internet Users,Socio-economic indicators,0,-,2017,379890.0
223,Indonesia,Internet Users,Socio-economic indicators,0,-,2017,77675.3
224,Japan,Internet Users,Socio-economic indicators,0,-,2017,112803.4
225,Kazakhstan,Internet Users,Socio-economic indicators,0,-,2017,12150.0
226,Kiribati,Internet Users,Socio-economic indicators,0,-,2017,14.5
227,Kyrgyzstan,Internet Users,Socio-economic indicators,0,-,2017,2061.4
228,Laos,Internet Users,Socio-economic indicators,0,-,2017,1573.6
229,"Macau, China",Internet Users,Socio-economic indicators,0,-,2017,489.0
230,Malaysia,Internet Users,Socio-economic indicators,0,-,2017,23533.5
231,Maldives,Internet Users,Socio-economic indicators,0,-,2017,289.9
232,Mongolia,Internet Users,Socio-economic indicators,0,-,2017,648.7
233,Myanmar,Internet Users,Socio-economic indicators,0,-,2017,11545.4
234,Nauru,Internet Users,Socio-economic indicators,0,-,2017,6.6
235,Nepal,Internet Users,Socio-economic indicators,0,-,2017,5327.6
236,New Caledonia,Internet Users,Socio-economic indicators,0,-,2017,210.1
237,North Korea,Internet Users,Socio-economic indicators,0,-,2017,1740.9
238,Pakistan,Internet Users,Socio-economic indicators,0,-,2017,30990.6
239,Papua New Guinea,Internet Users,Socio-economic indicators,0,-,2017,825.6
240,Philippines,Internet Users,Socio-economic indicators,0,-,2017,56396.6
241,Samoa,Internet Users,Socio-economic indicators,0,-,2017,56.5
242,Singapore,Internet Users,Socio-economic indicators,0,-,2017,4581.1
243,Solomon Islands,Internet Users,Socio-economic indicators,0,-,2017,64.1
244,South Korea,Internet Users,Socio-economic indicators,0,-,2017,46847.4
245,Sri Lanka,Internet Users,Socio-economic indicators,0,-,2017,6628.0
246,Taiwan,Internet Users,Socio-economic indicators,0,-,2017,18624.7
247,Tajikistan,Internet Users,Socio-economic indicators,0,-,2017,1664.9
248,Thailand,Internet Users,Socio-economic indicators,0,-,2017,34628.0
249,Tonga,Internet Users,Socio-economic indicators,0,-,2017,36.9
250,Turkmenistan,Internet Users,Socio-economic indicators,0,-,2017,1075.2
251,Tuvalu,Internet Users,Socio-economic indicators,0,-,2017,5.6
252,Uzbekistan,Internet Users,Socio-economic indicators,0,-,2017,13919.3
253,Vanuatu,Internet Users,Socio-economic indicators,0,-,2017,63.2
254,Vietnam,Internet Users,Socio-economic indicators,0,-,2017,50214.3
255,Australia,Internet Users,Socio-economic indicators,0,-,2017,19925.2
256,New Zealand,Internet Users,Socio-economic indicators,0,-,2017,4051.7
257,Albania,Internet Users,Socio-economic indicators,0,-,2017,1948.8
258,Belarus,Internet Users,Socio-economic indicators,0,-,2017,6608.6
259,Bosnia and Herzegovina,Internet Users,Socio-economic indicators,0,-,2017,2164.4
260,Bulgaria,Internet Users,Socio-economic indicators,0,-,2017,4293.9
261,Croatia,Internet Users,Socio-economic indicators,0,-,2017,2657.2
262,Czech Republic,Internet Users,Socio-economic indicators,0,-,2017,7890.8
263,Estonia,Internet Users,Socio-economic indicators,0,-,2017,1097.3
264,Georgia,Internet Users,Socio-economic indicators,0,-,2017,2064.9
265,Hungary,Internet Users,Socio-economic indicators,0,-,2017,7165.3
266,Kosovo,Internet Users,Socio-economic indicators,0,-,2017,1496.3
267,Latvia,Internet Users,Socio-economic indicators,0,-,2017,1476.6
268,Lithuania,Internet Users,Socio-economic indicators,0,-,2017,2093.5
269,Moldova,Internet Users,Socio-economic indicators,0,-,2017,2925.7
270,Montenegro,Internet Users,Socio-economic indicators,0,-,2017,421.1
271,North Macedonia,Internet Users,Socio-economic indicators,0,-,2017,1459.5
272,Poland,Internet Users,Socio-economic indicators,0,-,2017,27774.4
273,Romania,Internet Users,Socio-economic indicators,0,-,2017,11903.4
274,Russia,Internet Users,Socio-economic indicators,0,-,2017,102637.1
275,Serbia,Internet Users,Socio-economic indicators,0,-,2017,4721.1
276,Slovakia,Internet Users,Socio-economic indicators,0,-,2017,4204.3
277,Slovenia,Internet Users,Socio-economic indicators,0,-,2017,1546.5
278,Ukraine,Internet Users,Socio-economic indicators,0,-,2017,23668.2
279,Anguilla,Internet Users,Socio-economic indicators,0,-,2017,12.2
280,Antigua and Barbuda,Internet Users,Socio-economic indicators,0,-,2017,66.7
281,Argentina,Internet Users,Socio-economic indicators,0,-,2017,29783.5
282,Aruba,Internet Users,Socio-economic indicators,0,-,2017,96.9
283,Bahamas,Internet Users,Socio-economic indicators,0,-,2017,302.4
284,Barbados,Internet Users,Socio-economic indicators,0,-,2017,221.6
285,Belize,Internet Users,Socio-economic indicators,0,-,2017,158.6
286,Bermuda,Internet Users,Socio-economic indicators,0,-,2017,62.0
287,Bolivia,Internet Users,Socio-economic indicators,0,-,2017,4383.2
288,Brazil,Internet Users,Socio-economic indicators,0,-,2017,130184.5
289,British Virgin Islands,Internet Users,Socio-economic indicators,0,-,2017,23.0
290,Cayman Islands,Internet Users,Socio-economic indicators,0,-,2017,51.4
291,Chile,Internet Users,Socio-economic indicators,0,-,2017,14197.5
292,Colombia,Internet Users,Socio-economic indicators,0,-,2017,28105.4
293,Costa Rica,Internet Users,Socio-economic indicators,0,-,2017,3282.7
294,Cuba,Internet Users,Socio-economic indicators,0,-,2017,6126.5
295,Curacao,Internet Users,Socio-economic indicators,0,-,2017,103.6
296,Dominica,Internet Users,Socio-economic indicators,0,-,2017,49.7
297,Dominican Republic,Internet Users,Socio-economic indicators,0,-,2017,6424.2
298,Ecuador,Internet Users,Socio-economic indicators,0,-,2017,8794.8
299,El Salvador,Internet Users,Socio-economic indicators,0,-,2017,1965.1
300,French Guiana,Internet Users,Socio-economic indicators,0,-,2017,140.0
301,Grenada,Internet Users,Socio-economic indicators,0,-,2017,60.1
302,Guadeloupe,Internet Users,Socio-economic indicators,0,-,2017,208.9
303,Guatemala,Internet Users,Socio-economic indicators,0,-,2017,5919.3
304,Guyana,Internet Users,Socio-economic indicators,0,-,2017,261.3
305,Haiti,Internet Users,Socio-economic indicators,0,-,2017,1197.4
306,Honduras,Internet Users,Socio-economic indicators,0,-,2017,2710.1
307,Jamaica,Internet Users,Socio-economic indicators,0,-,2017,1478.6
308,Martinique,Internet Users,Socio-economic indicators,0,-,2017,255.9
309,Mexico,Internet Users,Socio-economic indicators,0,-,2017,71779.2
310,Nicaragua,Internet Users,Socio-economic indicators,0,-,2017,1593.0
311,Panama,Internet Users,Socio-economic indicators,0,-,2017,2229.1
312,Paraguay,Internet Users,Socio-economic indicators,0,-,2017,3772.6
313,Peru,Internet Users,Socio-economic indicators,0,-,2017,14486.5
314,Puerto Rico,Internet Users,Socio-economic indicators,0,-,2017,2085.0
315,St Kitts and Nevis,Internet Users,Socio-economic indicators,0,-,2017,42.0
316,St Lucia,Internet Users,Socio-economic indicators,0,-,2017,86.4
317,St Vincent and the Grenadines,Internet Users,Socio-economic indicators,0,-,2017,60.1
318,Suriname,Internet Users,Socio-economic indicators,0,-,2017,253.4
319,Trinidad and Tobago,Internet Users,Socio-economic indicators,0,-,2017,997.6
320,Uruguay,Internet Users,Socio-economic indicators,0,-,2017,2246.9
321,US Virgin Islands,Internet Users,Socio-economic indicators,0,-,2017,63.2
322,Venezuela,Internet Users,Socio-economic indicators,0,-,2017,17190.6
323,Algeria,Internet Users,Socio-economic indicators,0,-,2017,17418.8
324,Angola,Internet Users,Socio-economic indicators,0,-,2017,3495.9
325,Bahrain,Internet Users,Socio-economic indicators,0,-,2017,1327.5
326,Benin,Internet Users,Socio-economic indicators,0,-,2017,1323.0
327,Botswana,Internet Users,Socio-economic indicators,0,-,2017,800.6
328,Burkina Faso,Internet Users,Socio-economic indicators,0,-,2017,2526.7
329,Burundi,Internet Users,Socio-economic indicators,0,-,2017,581.5
330,Cabo Verde,Internet Users,Socio-economic indicators,0,-,2017,276.7
331,Cameroon,Internet Users,Socio-economic indicators,0,-,2017,4785.6
332,Central African Republic,Internet Users,Socio-economic indicators,0,-,2017,167.8
333,Chad,Internet Users,Socio-economic indicators,0,-,2017,797.6
334,Comoros,Internet Users,Socio-economic indicators,0,-,2017,58.8
335,"Congo, Democratic Republic",Internet Users,Socio-economic indicators,0,-,2017,5740.0
336,Congo-Brazzaville,Internet Users,Socio-economic indicators,0,-,2017,372.9
337,Côte d'Ivoire,Internet Users,Socio-economic indicators,0,-,2017,8264.0
338,Djibouti,Internet Users,Socio-economic indicators,0,-,2017,469.5
339,Egypt,Internet Users,Socio-economic indicators,0,-,2017,36194.1
340,Equatorial Guinea,Internet Users,Socio-economic indicators,0,-,2017,282.5
341,Eritrea,Internet Users,Socio-economic indicators,0,-,2017,38.3
342,Eswatini,Internet Users,Socio-economic indicators,0,-,2017,297.4
343,Ethiopia,Internet Users,Socio-economic indicators,0,-,2017,16828.3
344,Gabon,Internet Users,Socio-economic indicators,0,-,2017,887.9
345,Gambia,Internet Users,Socio-economic indicators,0,-,2017,363.2
346,Ghana,Internet Users,Socio-economic indicators,0,-,2017,9495.2
347,Guinea,Internet Users,Socio-economic indicators,0,-,2017,1149.9
348,Guinea-Bissau,Internet Users,Socio-economic indicators,0,-,2017,60.3
349,Iran,Internet Users,Socio-economic indicators,0,-,2017,47021.4
350,Iraq,Internet Users,Socio-economic indicators,0,-,2017,15883.9
351,Israel,Internet Users,Socio-economic indicators,0,-,2017,6380.3
352,Jordan,Internet Users,Socio-economic indicators,0,-,2017,5658.9
353,Kenya,Internet Users,Socio-economic indicators,0,-,2017,7699.9
354,Kuwait,Internet Users,Socio-economic indicators,0,-,2017,3697.4
355,Lebanon,Internet Users,Socio-economic indicators,0,-,2017,4852.7
356,Lesotho,Internet Users,Socio-economic indicators,0,-,2017,549.4
357,Liberia,Internet Users,Socio-economic indicators,0,-,2017,318.7
358,Libya,Internet Users,Socio-economic indicators,0,-,2017,1289.3
359,Madagascar,Internet Users,Socio-economic indicators,0,-,2017,1297.0
360,Malawi,Internet Users,Socio-economic indicators,0,-,2017,2046.6
361,Mali,Internet Users,Socio-economic indicators,0,-,2017,1923.4
362,Mauritania,Internet Users,Socio-economic indicators,0,-,2017,754.5
363,Mauritius,Internet Users,Socio-economic indicators,0,-,2017,663.9
364,Morocco,Internet Users,Socio-economic indicators,0,-,2017,19840.0
365,Mozambique,Internet Users,Socio-economic indicators,0,-,2017,4975.8
366,Namibia,Internet Users,Socio-economic indicators,0,-,2017,763.4
367,Niger,Internet Users,Socio-economic indicators,0,-,2017,855.4
368,Nigeria,Internet Users,Socio-economic indicators,0,-,2017,70094.4
369,Oman,Internet Users,Socio-economic indicators,0,-,2017,3326.3
370,Qatar,Internet Users,Socio-economic indicators,0,-,2017,2530.9
371,Réunion,Internet Users,Socio-economic indicators,0,-,2017,541.6
372,Rwanda,Internet Users,Socio-economic indicators,0,-,2017,2225.7
373,Sao Tomé e Príncipe,Internet Users,Socio-economic indicators,0,-,2017,52.6
374,Saudi Arabia,Internet Users,Socio-economic indicators,0,-,2017,28343.9
375,Senegal,Internet Users,Socio-economic indicators,0,-,2017,3800.9
376,Seychelles,Internet Users,Socio-economic indicators,0,-,2017,51.9
377,Sierra Leone,Internet Users,Socio-economic indicators,0,-,2017,923.2
378,Somalia,Internet Users,Socio-economic indicators,0,-,2017,240.3
379,South Africa,Internet Users,Socio-economic indicators,0,-,2017,28741.9
380,South Sudan,Internet Users,Socio-economic indicators,0,-,2017,735.3
381,Sudan,Internet Users,Socio-economic indicators,0,-,2017,10726.9
382,Syria,Internet Users,Socio-economic indicators,0,-,2017,5236.1
383,Tanzania,Internet Users,Socio-economic indicators,0,-,2017,7503.5
384,Togo,Internet Users,Socio-economic indicators,0,-,2017,806.4
385,Tunisia,Internet Users,Socio-economic indicators,0,-,2017,5739.1
386,Uganda,Internet Users,Socio-economic indicators,0,-,2017,8006.9
387,United Arab Emirates,Internet Users,Socio-economic indicators,0,-,2017,8405.0
388,Yemen,Internet Users,Socio-economic indicators,0,-,2017,6355.3
389,Zambia,Internet Users,Socio-economic indicators,0,-,2017,3904.6
390,Zimbabwe,Internet Users,Socio-economic indicators,0,-,2017,3245.7
